Flight date,gross
2016-03-07,5036
2016-03-07,8566
2016-01-22,6461
2016-01-22,17365
2016-01-22,34428
2016-01-22,14183
2016-01-26,9448
2016-09-08,3543
2016-09-08,8667
2016-04-18,4991
2016-04-18,4777
2016-04-18,1122
2016-01-26,7385
2016-01-26,7098
2016-01-26,9079
2016-01-22,17810
2016-01-22,39583
2016-01-22,45199
2016-02-10,35362
2016-02-10,15038
2016-06-13,4492
2016-03-22,996
2016-01-24,43329
2016-01-24,19441
2016-01-24,43361
2016-02-04,49566
2016-02-04,47333
2016-04-07,37793
2016-04-07,33933
2016-01-26,2567
2016-01-26,2814
2016-01-26,8832
2016-01-26,7342
2016-01-26,6891
2016-01-26,3146
2016-06-19,4202
2016-02-17,92234
2016-02-17,81000
2016-02-17,83666
2016-02-17,54190
2016-02-17,82762
2016-06-12,6652
2016-06-12,4450
2016-10-01,9959
2016-10-01,4765
2016-10-01,6227
2016-01-26,6414
2016-06-12,2142
2016-10-08,3450
2016-01-27,7684
2016-01-27,7006
2016-01-27,5729
2016-01-27,9575
2016-01-27,9404
2016-01-27,2429
2016-01-27,2516
2016-01-27,9870
2016-01-12,78825
2016-01-28,8806
2016-01-28,9210
2016-05-17,38000
2016-07-12,6467
2016-01-28,6253
2016-01-28,4926
2016-01-28,9309
2016-01-28,9408
2016-03-17,4829
2016-03-17,7979
2016-03-17,9242
2016-03-17,4683
2016-02-14,8620
2016-01-31,4972
2016-01-27,21603
2016-01-27,23842
2016-01-27,35095
2016-01-27,36352
2016-03-19,7117
2016-01-29,4266
2016-01-29,8453
2016-01-29,3891
2016-01-29,5104
2016-01-29,6826
2016-01-29,5909
2016-01-29,2669
2016-01-29,4385
2016-01-29,8941
2016-01-28,4212
2016-01-28,2653
2016-01-28,7372
2016-01-28,9657
2016-01-28,7334
2016-01-28,5485
2016-01-28,6702
2016-01-28,5592
2016-01-28,5599
2016-01-29,46813
2016-01-29,29652
2016-01-29,32649
2016-02-02,6749
2016-04-11,48728
2016-04-11,14697
2016-04-18,33892
2016-04-18,45623
2016-04-25,30928
2016-04-25,33440
2016-05-02,25252
2016-05-02,17640
2016-05-09,11822
2016-05-09,41904
2016-05-16,43852
2016-05-16,45001
2016-05-23,17624
2016-05-23,40422
2016-05-30,17900
2016-05-30,33503
2016-06-06,47489
2016-06-06,23662
2016-06-13,33412
2016-06-13,38679
2016-06-13,13989
2016-06-13,46503
2016-06-20,18847
2016-06-20,25277
2016-06-27,35372
2016-06-27,36196
2016-06-27,47997
2016-06-27,40265
2016-07-04,19617
2016-07-04,26633
2016-07-11,42133
2016-07-11,35877
2016-07-11,28262
2016-07-11,28425
2016-07-18,32285
2016-07-18,25283
2016-07-25,10460
2016-07-25,34804
2016-07-25,40604
2016-07-25,18766
2016-08-01,21528
2016-08-01,44359
2016-08-01,41826
2016-08-01,37794
2016-08-01,16970
2016-08-01,49763
2016-08-08,48142
2016-08-08,17163
2016-08-08,30137
2016-08-08,18067
2016-08-15,11870
2016-08-15,32870
2016-08-22,10721
2016-08-22,45090
2016-08-29,44852
2016-08-29,34072
2016-09-05,43205
2016-09-05,35368
2016-09-12,45739
2016-09-12,40376
2016-09-19,49448
2016-09-19,24402
2016-09-26,48541
2016-09-26,30202
2016-10-03,12038
2016-10-03,49947
2016-07-06,6125
2016-01-29,8036
2016-01-29,5108
2016-01-29,5012
2016-01-30,2817
2016-01-30,5330
2016-01-30,3550
2016-01-30,2064
2016-02-02,8132
2016-02-02,3650
2016-02-02,6464
2016-01-01,88947
2016-01-29,649
2016-01-29,1429
2016-02-01,7962
2016-02-01,11185
2016-02-01,13791
2016-02-01,31077
2016-01-30,16370
2016-02-01,7123
2016-02-01,7175
2016-02-01,5842
2016-04-04,2694
2016-03-17,4500
2016-03-17,7918
2016-02-02,4857
2016-02-02,7011
2016-02-02,2041
2016-02-06,969
2016-04-06,6567
2016-04-06,7667
2016-02-01,8770
2016-02-01,8812
2016-02-01,5689
2016-02-02,5516
2016-02-02,3992
2016-02-02,2705
2016-02-02,7076
2016-02-02,7060
2016-02-02,9796
2016-02-02,4260
2016-02-02,8877
2016-02-02,5546
2016-02-02,3412
2016-02-02,8884
2016-02-02,8619
2016-02-02,2416
2016-02-02,5405
2016-02-02,9103
2016-02-02,7938
2016-02-02,6008
2016-02-02,4249
2016-03-06,20578
2016-02-02,4676
2016-02-02,4458
2016-02-02,6433
2016-02-02,6278
2016-03-20,2167
2016-06-06,18236
2016-02-13,5486
2016-01-31,53853
2016-01-31,91126
2016-09-01,2351
2016-02-01,6173
2016-02-05,38782
2016-06-26,5112
2016-07-03,4406
2016-07-10,4689
2016-07-17,5303
2016-08-14,6258
2016-08-21,6540
2016-08-28,3274
2016-09-04,2065
2016-09-11,9879
2016-11-23,7265
2016-02-03,2257
2016-02-09,2577
2016-01-31,72713
2016-06-19,8832
2016-06-26,8029
2016-07-03,7622
2016-07-10,4995
2016-07-17,8745
2016-07-24,5678
2016-07-31,8484
2016-08-07,3353
2016-08-14,5616
2016-08-21,8101
2016-08-28,8946
2016-09-04,6900
2016-09-11,8181
2016-01-29,79603
2016-01-29,66071
2016-01-29,79685
2016-01-29,86151
2015-12-31,74072
2015-12-31,70076
2015-12-31,56666
2015-12-31,89280
2016-02-03,2052
2016-06-19,7643
2016-06-26,5661
2016-07-03,3115
2016-07-10,5479
2016-07-17,8002
2016-07-24,8164
2016-07-31,2052
2016-08-07,5841
2016-08-14,2499
2016-08-21,9436
2016-08-28,2943
2016-09-04,2341
2016-09-11,5359
2016-02-03,9277
2016-02-03,8135
2016-02-03,9416
2016-02-03,7910
2016-02-03,5745
2016-02-03,2906
2016-06-01,15859
2016-02-04,47756
2016-02-04,27119
2016-02-04,33632
2016-02-04,18784
2016-02-04,7208
2016-02-04,4882
2016-02-04,5850
2016-02-26,3621
2016-02-26,2623
2016-11-21,17736
2016-01-29,942
2016-01-29,823
2016-01-29,536
2016-01-29,881
2016-02-13,8085
2016-02-20,4805
2016-02-28,24339
2016-02-28,37102
2016-06-28,6913
2016-02-03,2776
2016-02-03,6358
2016-02-04,3974
2016-02-04,5339
2016-02-04,9252
2016-02-05,8869
2016-02-04,2136
2016-02-04,7644
2016-02-04,4331
2016-02-04,9506
2016-06-19,5391
2016-06-26,2063
2016-07-03,8063
2016-07-10,2637
2016-07-17,6393
2016-07-24,6629
2016-07-31,8851
2016-08-07,7516
2016-08-14,9329
2016-08-21,4259
2016-08-28,9780
2016-09-04,8450
2016-09-11,6840
2016-03-16,5743
2016-03-16,5655
2016-06-18,5444
2016-06-25,7005
2016-07-02,5716
2016-07-09,7566
2016-07-16,6222
2016-07-23,8022
2016-07-30,4545
2016-08-06,5175
2016-08-13,7529
2016-08-20,8759
2016-08-27,4815
2016-09-03,4230
2016-09-10,4209
2016-06-14,9948
2016-06-21,9604
2016-06-28,3289
2016-07-05,6348
2016-07-12,6886
2016-07-19,7044
2016-07-26,7885
2016-08-02,2989
2016-08-09,2691
2016-08-16,3964
2016-08-23,3255
2016-08-30,2242
2016-09-06,2823
2016-02-04,5616
2016-02-05,8512
2016-02-05,9453
2016-02-05,8560
2016-07-19,1425
2016-05-27,8487
2016-12-19,7515
2016-06-17,5184
2016-06-24,2808
2016-07-01,8380
2016-07-08,3335
2016-07-15,9821
2016-07-22,3854
2016-07-29,4887
2016-08-05,6774
2016-08-12,8769
2016-08-19,9442
2016-08-26,2003
2016-09-02,2936
2016-09-09,2650
2016-09-16,4418
2016-09-04,4805
2016-09-04,2003
2016-09-04,6741
2016-09-04,6521
2016-09-04,9845
2016-02-05,3484
2016-02-05,8899
2016-02-05,4404
2016-02-05,7938
2016-02-12,2245
2016-09-29,9667
2016-09-29,6530
2016-09-29,9073
2016-02-09,2279
2016-02-09,4108
2016-02-09,4223
2016-02-27,643
2016-02-05,1937
2016-02-05,1467
2016-02-05,958
2016-02-05,1893
2016-05-05,6465
2016-02-07,5379
2016-02-07,2730
2016-02-07,8331
2016-02-07,9784
2016-02-07,2831
2016-02-08,2908
2016-02-07,8998
2016-02-07,8397
2016-02-07,9044
2016-02-08,6554
2016-02-08,4710
2016-02-08,8446
2016-02-08,3651
2016-02-08,7960
2016-02-08,7308
2016-02-08,8755
2016-02-08,5368
2016-02-08,4286
2016-02-08,4768
2016-02-08,5078
2016-02-01,37961
2016-05-28,5498
2016-04-08,3441
2016-03-05,30407
2016-02-16,8221
2016-04-09,7174
2016-02-10,2568
2016-02-11,3317
2016-02-11,2739
2016-02-11,6533
2017-05-11,10153
2017-05-11,45561
2016-02-12,3804
2016-02-12,2207
2016-02-12,4625
2016-06-19,6047
2016-06-20,1276
2016-06-22,22333
2016-02-11,5345
2016-04-04,24935
2016-04-11,13579
2016-04-25,25197
2016-05-02,18630
2016-05-23,20293
2016-05-30,15903
2016-03-01,56337
2016-03-01,79082
2016-03-01,57400
2016-03-01,54566
2016-02-16,2342
2016-02-16,3505
2016-02-16,6619
2016-02-23,5013
2016-02-23,3514
2016-02-23,6758
2016-02-11,4920
2016-03-02,7255
2016-09-13,8741
2016-09-13,5514
2016-09-13,5548
2016-06-28,17695
2016-06-29,8421
2016-07-04,5204
2016-10-09,8322
2016-10-09,7636
2016-02-12,6399
2016-02-14,38189
2016-02-24,31324
2016-02-24,39853
2016-02-14,2899
2016-02-14,4193
2016-02-14,2242
2016-02-14,2257
2016-02-17,6645
2016-02-17,6845
2016-02-18,9610
2016-02-18,4063
2016-02-18,4458
2016-02-19,5180
2016-02-17,7252
2016-02-19,7614
2016-02-19,3342
2016-02-20,3838
2016-02-22,3035
2016-02-22,7772
2016-02-22,5947
2016-02-23,2365
2016-02-23,8874
2016-02-23,2648
2016-02-24,7737
2016-02-24,4851
2016-02-24,4341
2016-06-14,9505
2016-06-23,950
2016-06-23,1667
2016-03-18,2519
2016-05-06,6974
2016-05-06,5009
2016-04-17,8109
2016-02-22,7189
2016-02-16,9137
2016-02-16,6339
2016-02-23,8629
2016-09-30,1540
2016-09-30,1259
2016-02-17,7670
2016-02-17,6281
2016-02-17,8680
2016-02-23,44600
2016-10-29,4553
2016-11-23,2999
2016-11-23,8872
2016-04-24,28958
2016-02-19,50170
2016-09-04,46792
2016-03-18,6892
2016-03-18,7706
2016-10-16,6653
2016-10-16,4514
2016-02-18,9924
2016-02-18,7974
2016-02-18,6002
2016-02-19,8473
2016-02-19,3308
2016-02-19,2182
2016-02-19,4178
2016-02-26,31266
2016-03-17,69891
2016-03-17,94385
2016-03-17,86796
2016-03-17,72970
2016-05-26,2890
2016-05-26,7626
2016-05-26,7076
2016-05-26,4885
2016-06-22,2783
2016-06-11,15622
2016-02-20,5949
2016-02-20,5734
2016-02-20,4689
2016-06-23,1856
2016-06-23,1915
2016-06-23,1917
2016-06-24,76948
2016-06-24,81109
2016-06-24,87170
2016-06-23,1267
2016-06-23,1299
2016-06-23,1768
2016-06-23,1006
2016-06-23,561
2016-06-23,1287
2016-06-24,1284
2016-06-24,1099
2016-06-24,1739
2016-06-24,1127
2016-06-24,864
2016-06-24,964
2016-06-24,1489
2016-06-24,1834
2016-06-24,667
2016-06-23,517
2016-06-23,848
2016-06-23,959
2016-04-09,7339
2016-04-16,5142
2016-05-21,4864
2016-11-11,49179
2016-02-23,7975
2016-04-21,31991
2016-04-21,31100
2017-02-06,9825
2016-02-29,6089
2016-06-13,5960
2016-06-13,5248
2016-02-24,47879
2016-02-24,31131
2016-02-24,11667
2016-02-24,5922
2016-02-24,8377
2016-02-24,9885
2016-09-03,7472
2016-09-03,7160
2016-03-18,5934
2016-03-30,34402
2016-10-14,2972
2016-04-20,5133
2016-04-20,9058
2016-07-12,11872
2016-07-12,31555
2016-07-19,14973
2016-07-19,12884
2016-07-26,11823
2016-07-26,49142
2016-08-02,24876
2016-08-02,45227
2016-08-09,11517
2016-08-09,29067
2016-08-16,20546
2016-08-16,39645
2016-08-23,13967
2016-08-23,41260
2016-02-25,3058
2016-02-25,9332
2016-02-25,4179
2016-03-17,2660
2016-03-05,1882
2016-02-25,4617
2016-02-25,5795
2016-02-25,7341
2016-02-25,3818
2016-02-27,11537
2016-02-27,48070
2016-02-27,19484
2016-02-27,42412
2016-02-27,17552
2016-02-27,46672
2016-02-27,14199
2016-02-27,40534
2016-02-25,7992
2016-02-25,3359
2016-02-25,3102
2016-02-26,4001
2016-02-26,4059
2016-02-26,4995
2016-02-27,37061
2016-02-27,12173
2016-02-27,20135
2016-02-28,15772
2016-02-28,26501
2016-02-28,16978
2016-05-05,7956
2017-01-03,23739
2017-01-03,36378
2017-01-03,22567
2016-03-20,6856
2016-02-01,64686
2016-03-08,2775
2016-03-15,7475
2016-03-22,2722
2016-04-22,8623
2016-05-12,48849
2016-05-12,34524
2016-05-19,20329
2016-05-19,16094
2016-05-26,31959
2016-05-26,39257
2016-06-02,23460
2016-06-02,11450
2016-06-09,30555
2016-06-09,49122
2016-06-16,31527
2016-06-16,27887
2016-06-23,19154
2016-06-23,38436
2016-06-30,10362
2016-06-30,23032
2016-09-01,17884
2016-09-01,49566
2016-09-08,41181
2016-09-08,19125
2016-09-15,29524
2016-09-15,30172
2016-09-22,16865
2016-09-22,24048
2016-09-29,47062
2016-09-29,20928
2016-05-12,14495
2016-05-12,48741
2016-09-30,4530
2016-09-30,5632
2016-09-30,8043
2016-09-30,2564
2016-09-30,9294
2016-09-30,3822
2016-09-29,9900
2016-09-29,5710
2016-09-29,4187
2016-10-03,8274
2016-10-03,5125
2016-10-03,4872
2016-09-30,5271
2016-09-30,8597
2016-09-30,8702
2016-09-30,6337
2016-09-30,5562
2016-09-30,5196
2016-09-30,5311
2016-09-30,4350
2016-09-30,8880
2016-09-30,8361
2016-09-30,3516
2016-09-30,6870
2016-09-30,9146
2016-09-30,3481
2016-09-30,7948
2016-09-30,4810
2016-09-30,5645
2016-09-30,3291
2016-10-03,5905
2016-10-03,2585
2016-10-03,9101
2016-09-30,9691
2016-09-30,4105
2016-09-30,7461
2016-09-30,9738
2016-09-30,4830
2016-09-30,7954
2016-09-30,2933
2016-09-30,8356
2016-09-30,4938
2016-10-03,7438
2016-10-03,9883
2016-10-03,9891
2016-09-30,4062
2016-09-30,4561
2016-09-30,9143
2016-10-03,4504
2016-10-03,7411
2016-10-03,6378
2016-10-03,8684
2016-10-03,7184
2016-10-03,7639
2016-09-30,4573
2016-09-30,5372
2016-09-30,7231
2016-09-30,6041
2016-09-30,4675
2016-09-30,8086
2016-09-30,2020
2016-09-30,3994
2016-09-30,5087
2016-09-30,6564
2016-09-30,6836
2016-09-30,7542
2016-05-19,33325
2016-05-19,34937
2016-05-26,10427
2016-05-26,40509
2016-06-02,22377
2016-06-02,25063
2016-06-09,34192
2016-06-09,27699
2016-06-16,12394
2016-06-16,17968
2016-06-23,19745
2016-06-23,49091
2016-09-15,20508
2016-09-15,20145
2016-09-08,42451
2016-09-08,28076
2016-09-22,14928
2016-09-22,14090
2016-07-07,20871
2016-07-07,40216
2016-07-14,28202
2016-07-14,45200
2016-07-21,12958
2016-07-21,11830
2016-07-28,31355
2016-07-28,20685
2016-08-04,30053
2016-08-04,41524
2016-08-11,48401
2016-08-11,17488
2016-08-18,39794
2016-08-18,30226
2016-08-25,26728
2016-08-25,22932
2016-05-02,40403
2016-05-02,20211
2016-05-09,24352
2016-05-09,23166
2016-05-16,42427
2016-05-16,16628
2016-05-23,17819
2016-05-23,36884
2016-05-30,15918
2016-05-30,46178
2016-11-14,7435
2016-06-06,20925
2016-06-06,21131
2016-03-29,63784
2016-03-22,67326
2016-03-22,77190
2016-03-22,88326
2016-03-22,86789
2016-03-29,83099
2016-03-29,64393
2016-03-29,51333
2016-03-29,50550
2016-04-07,63731
2016-04-07,81852
2016-04-07,58316
2016-04-07,89179
2016-09-23,5398
2016-09-23,2714
2016-04-27,45153
2016-04-27,28525
2016-03-08,36998
2016-06-20,5895
2016-06-20,3442
2016-06-21,5638
2016-06-21,9096
2016-03-06,19900
2016-06-16,2017
2016-06-16,9924
2016-06-14,5412
2016-03-04,1802
2016-07-25,41796
2016-07-25,31787
2016-08-01,37260
2016-08-01,35981
2016-08-08,20931
2016-08-08,18602
2016-08-15,45503
2016-08-15,25765
2016-08-22,23107
2016-08-22,31517
2016-08-29,33894
2016-08-29,16825
2017-02-03,6353
2016-03-12,648
2016-03-03,24952
2016-03-03,31258
2016-03-03,33268
2016-03-03,18197
2016-04-15,969
2016-09-23,6526
2016-04-10,13444
2016-04-10,26759
2016-04-17,10987
2016-04-17,38189
2016-04-24,20852
2016-04-24,39960
2016-05-01,11042
2016-05-01,13486
2016-05-08,20976
2016-05-08,29079
2016-05-15,35234
2016-05-15,47850
2016-05-22,20992
2016-05-22,30476
2016-05-29,42070
2016-05-29,48252
2016-06-05,14198
2016-06-05,24885
2016-06-12,14818
2016-06-12,29955
2016-06-19,47269
2016-06-19,46271
2016-06-26,33984
2016-06-26,15818
2016-07-03,19756
2016-07-03,40497
2016-07-10,19924
2016-07-10,39939
2016-07-17,11929
2016-07-17,25770
2016-07-24,33126
2016-07-24,21532
2016-07-31,19882
2016-07-31,34494
2016-08-07,33656
2016-08-07,22781
2016-08-14,18152
2016-08-14,38372
2016-08-21,13605
2016-08-21,14810
2016-08-28,49113
2016-08-28,42254
2016-09-04,33734
2016-09-04,33888
2016-09-11,17895
2016-09-11,47338
2016-09-18,15893
2016-09-18,46874
2016-09-25,22228
2016-09-25,43034
2016-10-02,36836
2016-10-02,15645
2016-03-18,9874
2016-03-18,5191
2016-03-10,14064
2016-03-10,14774
2016-03-10,25336
2016-03-11,42520
2016-03-11,48119
2016-04-10,3926
2016-04-10,6012
2016-07-04,2144
2016-07-04,5948
2016-07-04,2505
2016-07-04,5974
2016-04-21,48504
2016-04-21,36606
2016-04-02,39342
2016-04-02,17016
2016-04-02,36629
2016-04-02,38448
2016-04-02,41956
2016-04-02,33727
2016-04-09,33515
2016-04-09,48655
2016-04-09,20592
2016-04-09,29096
2016-04-09,39260
2016-04-09,11627
2016-04-30,38572
2016-04-30,37945
2016-04-16,11764
2016-04-16,10146
2016-04-23,41276
2016-04-23,29913
2016-05-02,45281
2016-05-02,10157
2016-09-29,32762
2016-09-29,27657
2016-03-15,6989
2016-03-15,3796
2016-04-15,25884
2016-04-15,38169
2016-03-21,21433
2016-03-10,31968
2016-03-10,38614
2016-03-10,38834
2016-03-10,21735
2016-04-17,34144
2016-04-24,40312
2016-05-01,27250
2016-05-08,43600
2016-05-15,32957
2016-05-22,12040
2016-05-29,47220
2016-06-05,29940
2016-06-12,42988
2016-06-19,22824
2016-06-26,44915
2016-07-03,36728
2016-07-10,36894
2016-07-17,10994
2016-07-24,16805
2016-07-31,19385
2016-08-07,33752
2016-08-14,24318
2016-08-21,37969
2016-08-28,31063
2016-09-04,40294
2016-09-11,37552
2016-09-18,24214
2016-09-25,18364
2016-10-02,32105
2016-10-09,22065
2017-01-20,26502
2017-01-20,36037
2017-01-20,21110
2017-01-20,37975
2016-03-08,6347
2016-03-08,8840
2016-03-08,6221
2016-04-24,37425
2016-04-24,37865
2016-05-01,35824
2016-05-01,44309
2016-05-08,21377
2016-05-08,13747
2016-05-15,49030
2016-05-15,48572
2016-05-22,22718
2016-05-22,45488
2016-05-29,26287
2016-05-29,48518
2016-06-05,42638
2016-06-05,49790
2016-06-12,23225
2016-06-12,27376
2016-06-19,12995
2016-06-19,48915
2016-06-26,46615
2016-06-26,15739
2016-07-03,37596
2016-07-03,41347
2016-07-10,18206
2016-07-10,27507
2016-07-17,13879
2016-07-17,30834
2016-07-24,42697
2016-07-24,49802
2016-07-31,27823
2016-07-31,22674
2016-08-07,33128
2016-08-07,17585
2016-08-14,14263
2016-08-14,15220
2016-08-21,42149
2016-08-21,11036
2016-08-28,30590
2016-08-28,25327
2016-08-28,11750
2016-08-28,15927
2016-08-28,40387
2016-08-28,16293
2016-09-04,49746
2016-09-04,22328
2016-09-04,17038
2016-09-04,41191
2016-09-04,46065
2016-09-04,37599
2016-09-11,17021
2016-09-11,17974
2016-09-18,35895
2016-09-18,15049
2016-09-25,13653
2016-09-25,37808
2016-09-25,21863
2016-09-25,11110
2016-09-25,45552
2016-09-25,42302
2016-10-02,35025
2016-10-02,22269
2016-10-02,26144
2016-10-02,47193
2016-10-02,35382
2016-10-02,32457
2016-10-09,25527
2016-10-09,29879
2016-10-09,29502
2016-10-09,20236
2016-10-09,38168
2016-10-09,19096
2016-10-09,20781
2016-10-09,48232
2016-05-24,9170
2016-03-22,21417
2016-06-25,5517
2016-03-09,3089
2016-03-09,6483
2016-03-09,2682
2016-06-17,5964
2016-06-02,2584
2016-06-02,7605
2016-06-02,2648
2016-03-10,1607
2016-03-10,1088
2016-03-10,542
2016-02-29,4738
2016-02-29,7881
2016-03-10,6998
2016-03-10,7892
2016-03-10,9681
2016-03-10,4004
2016-09-30,7706
2016-09-30,8969
2016-03-11,1478
2016-03-11,671
2016-03-11,4302
2017-01-18,945
2016-03-10,4789
2016-03-11,6004
2016-03-11,8517
2016-03-11,8144
2016-03-13,15182
2016-03-15,998
2016-03-15,1830
2016-03-15,660
2016-03-17,897
2016-03-17,1423
2016-03-17,1754
2016-04-10,8865
2016-03-22,26063
2016-05-10,7408
2016-06-08,30720
2016-06-08,40576
2016-06-08,32576
2016-04-09,14005
2016-06-02,6292
2016-06-02,7193
2016-06-02,4976
2016-06-02,8225
2016-03-14,3473
2016-03-15,2761
2016-03-15,5423
2016-03-15,9381
2016-03-20,16564
2016-03-20,25467
2016-04-18,36197
2016-03-15,7265
2016-03-15,4475
2016-03-15,8794
2016-04-17,1809
2016-06-21,5518
2016-06-21,3152
2016-06-21,9667
2016-06-21,2599
2016-05-06,1748
2016-05-16,88215
2016-04-02,7932
2016-03-16,7901
2016-03-16,8197
2016-06-05,2547
2016-06-15,48093
2016-06-15,26816
2016-06-15,25553
2016-04-27,2425
2016-08-30,2536
2016-06-22,8836
2016-06-13,8683
2016-06-13,5303
2016-06-13,4636
2016-03-17,3747
2016-03-17,3527
2016-05-23,31655
2016-05-23,12443
2016-05-23,30800
2016-05-23,37985
2016-09-10,1919
2016-03-25,25414
2016-06-11,83915
2016-06-11,71214
2016-07-09,53520
2016-07-09,54525
2016-10-12,2871
2016-10-12,4286
2016-10-12,6047
2016-10-12,4839
2016-03-22,7210
2016-03-22,3345
2016-03-22,7269
2016-04-12,2884
2016-04-12,8009
2016-04-01,1710
2016-04-04,5666
2016-07-22,776
2016-04-09,9945
2016-04-04,4671
2016-04-11,4506
2016-06-19,3121
2016-06-01,6233
2016-06-01,5380
2016-03-20,27048
2016-08-30,2487
2016-06-16,1388
2016-06-16,1111
2016-06-16,544
2016-06-16,1289
2016-06-16,1769
2016-06-16,1447
2016-06-16,1352
2016-06-16,1031
2016-03-13,39025
2016-05-15,1295
2016-05-15,757
2016-04-15,2224
2016-03-22,2716
2016-03-22,6385
2016-03-22,2827
2016-11-03,3851
2016-04-21,4284
2016-04-21,2131
2016-06-05,4115
2016-10-09,19221
2016-04-10,44927
2016-04-10,23934
2016-04-17,20652
2016-04-17,23211
2016-04-24,33569
2016-04-24,46584
2016-05-01,37118
2016-05-01,17692
2016-05-08,49731
2016-05-08,49270
2016-05-15,28778
2016-05-15,48174
2016-05-22,17760
2016-05-22,11215
2016-05-29,38885
2016-05-29,29103
2016-06-05,14959
2016-06-05,13484
2016-06-12,42253
2016-06-12,32457
2016-06-19,37420
2016-06-19,33946
2016-06-26,10220
2016-06-26,30040
2016-07-03,28363
2016-07-03,39155
2016-07-10,31667
2016-07-10,29457
2016-07-17,39840
2016-07-17,41372
2016-07-24,13040
2016-07-24,28544
2016-07-31,40851
2016-07-31,14536
2016-08-07,13591
2016-08-07,13163
2016-08-14,49547
2016-08-14,28558
2016-08-21,23122
2016-08-21,23294
2016-08-28,27212
2016-08-28,41506
2016-09-04,16215
2016-09-04,33319
2016-09-11,20282
2016-09-11,28047
2016-09-18,31163
2016-09-18,26407
2016-09-25,11699
2016-09-25,10896
2016-10-02,49386
2016-10-02,38092
2016-04-09,7615
2016-05-19,17170
2016-05-19,44511
2016-04-22,7413
2016-05-11,4689
2016-05-11,8552
2016-05-19,2788
2016-05-19,9958
2016-07-25,33015
2016-07-25,38742
2016-07-25,41803
2016-08-01,36158
2016-08-08,25466
2016-08-15,43318
2016-08-22,20142
2016-08-29,26660
2016-03-23,8281
2016-03-23,7513
2016-07-22,3830
2016-08-02,5310
2016-03-24,582
2016-03-24,4727
2016-04-02,565
2016-04-02,1641
2016-04-02,619
2016-07-28,25970
2016-04-29,9111
2016-03-01,74143
2016-03-01,64937
2016-03-01,70640
2016-03-01,90468
2016-04-08,7451
2016-04-08,5480
2016-04-15,3094
2016-04-15,9268
2016-03-28,3634
2016-03-28,3392
2016-03-28,997
2016-03-28,1207
2016-03-28,1298
2016-04-01,2403
2016-04-22,46968
2017-01-06,8591
2017-01-06,5336
2016-04-09,29036
2016-04-09,37827
2016-04-13,39949
2016-12-07,38068
2016-04-11,37815
2016-06-03,953
2016-04-15,6958
2016-07-05,4633
2016-06-21,4782
2016-06-21,2747
2016-06-21,8396
2016-06-21,8835
2016-04-26,10287
2016-04-26,11820
2016-05-05,10797
2016-05-05,16285
2016-05-17,37187
2016-05-17,26598
2016-05-24,30227
2016-05-24,25068
2016-04-06,49074
2016-06-02,30388
2016-06-02,28346
2016-06-14,26072
2016-06-14,16748
2016-06-23,35839
2016-06-23,46496
2016-04-03,36613
2016-04-03,17377
2016-07-13,40494
2016-07-13,34047
2016-07-19,24513
2016-07-19,19056
2016-07-26,17582
2016-07-26,36514
2016-08-09,41702
2016-08-09,49814
2016-08-18,43185
2016-08-18,40911
2016-08-30,25655
2016-08-30,21757
2016-09-15,20547
2016-09-15,20604
2016-09-20,45468
2016-09-20,10550
2016-09-27,20731
2016-09-27,39734
2016-04-22,2859
2016-04-22,6887
2016-04-22,8002
2016-04-29,2616
2016-04-22,7440
2016-04-29,3085
2016-10-08,7696
2016-04-16,44465
2016-03-01,83615
2016-04-09,5092
2016-04-17,8910
2016-04-17,4304
2016-04-17,2878
2016-06-25,5812
2016-06-25,4160
2016-06-25,3039
2016-04-26,65304
2016-04-26,58516
2016-04-26,78218
2016-04-26,50052
2016-03-16,1588
2016-03-16,1918
2016-03-21,5904
2016-03-21,5798
2016-03-30,1515
2016-03-30,972
2016-03-16,1877
2016-03-16,1795
2016-03-01,1447
2016-03-08,1783
2016-03-15,1236
2016-03-22,1457
2016-03-29,1450
2016-05-05,93161
2016-05-05,61146
2016-05-05,77893
2016-05-05,85240
2016-05-17,59162
2016-05-17,56363
2016-05-17,91167
2016-05-17,88915
2016-05-24,79708
2016-05-24,53140
2016-05-24,91774
2016-05-24,50130
2016-04-24,9450
2016-04-24,9753
2016-03-31,4183
2016-03-31,9133
2016-04-04,8350
2016-05-20,3937
2016-05-19,3082
2016-03-26,7634
2016-03-26,6771
2016-03-26,4995
2016-04-01,1834
2016-04-01,1517
2016-04-04,5732
2016-04-04,6974
2016-04-11,3307
2016-04-11,6119
2016-04-18,7398
2016-04-18,5974
2016-04-25,3974
2016-04-25,9924
2016-04-28,1320
2016-04-28,1981
2016-04-01,1986
2016-04-01,703
2015-12-01,74820
2015-12-01,81004
2015-12-01,77154
2016-04-02,30665
2016-04-02,49860
2016-04-02,33262
2016-04-17,28532
2016-04-17,44551
2016-05-28,7436
2016-06-09,4813
2016-01-01,62701
2016-01-01,66758
2016-01-01,69081
2016-01-01,89757
2016-01-01,83190
2016-01-01,79404
2016-02-01,92224
2016-02-01,77542
2016-02-01,67536
2016-07-01,78112
2016-07-01,91063
2016-07-01,91111
2016-08-01,80588
2016-08-01,65021
2016-08-01,58397
2016-09-01,78736
2016-09-01,58048
2016-09-01,83234
2016-09-01,84545
2016-09-01,71171
2016-09-01,73172
